"SECURITIES","ERROR CODE","NUM FLDS","OPT_EXPIRE_DT","OPT_STRIKE_PX","PX_BID","PX_MID","PX_ASK","OPT_PUT_CALL","DAYS_TO_MTY","TODAY_DT","OPT_DAYS_EXPIRE"
"SPX US 12/15/17 C500 Index",0,9,"12/15/2017",500.000000  ,1533.500000  ,1535.800000  ,1538.100000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C550 Index",0,9,"12/15/2017",550.000000  ,1484.300000  ,1486.650000  ,1489.000000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C600 Index",0,9,"12/15/2017",600.000000  ,1435.100000  ,1437.250000  ,1439.400000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C650 Index",0,9,"12/15/2017",650.000000  ,1386.100000  ,1388.500000  ,1390.900000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C700 Index",0,9,"12/15/2017",700.000000  ,1337.300000  ,1339.750000  ,1342.200000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C750 Index",0,9,"12/15/2017",750.000000  ,1288.600000  ,1291.100000  ,1293.600000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C800 Index",0,9,"12/15/2017",800.000000  ,1240.100000  ,1242.650000  ,1245.200000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C825 Index",0,9,"12/15/2017",825.000000  ,1215.900000  ,1218.450000  ,1221.000000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C850 Index",0,9,"12/15/2017",850.000000  ,1191.700000  ,1194.300000  ,1196.900000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C875 Index",0,9,"12/15/2017",875.000000  ,1167.600000  ,1170.250000  ,1172.900000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C900 Index",0,9,"12/15/2017",900.000000  ,1143.500000  ,1146.200000  ,1148.900000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C925 Index",0,9,"12/15/2017",925.000000  ,1119.500000  ,1122.200000  ,1124.900000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C950 Index",0,9,"12/15/2017",950.000000  ,1095.500000  ,1098.250000  ,1101.000000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C975 Index",0,9,"12/15/2017",975.000000  ,1071.600000  ,1074.400000  ,1077.200000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C1000 Index",0,9,"12/15/2017",1000.000000  ,1047.700000  ,1050.550000  ,1053.400000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C1025 Index",0,9,"12/15/2017",1025.000000  ,1023.900000  ,1026.750000  ,1029.600000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C1050 Index",0,9,"12/15/2017",1050.000000  ,1000.100000  ,1003.000000  ,1005.900000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C1075 Index",0,9,"12/15/2017",1075.000000  ,976.400000  ,979.350000  ,982.300000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C1100 Index",0,9,"12/15/2017",1100.000000  ,952.800000  ,955.800000  ,958.800000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C1125 Index",0,9,"12/15/2017",1125.000000  ,929.200000  ,932.300000  ,935.400000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C1150 Index",0,9,"12/15/2017",1150.000000  ,905.800000  ,908.900000  ,912.000000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C1175 Index",0,9,"12/15/2017",1175.000000  ,882.400000  ,885.600000  ,888.800000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C1200 Index",0,9,"12/15/2017",1200.000000  ,859.100000  ,862.350000  ,865.600000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C1225 Index",0,9,"12/15/2017",1225.000000  ,836.000000  ,839.300000  ,842.600000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C1250 Index",0,9,"12/15/2017",1250.000000  ,812.900000  ,816.250000  ,819.600000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C1275 Index",0,9,"12/15/2017",1275.000000  ,789.900000  ,793.350000  ,796.800000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C1300 Index",0,9,"12/15/2017",1300.000000  ,767.100000  ,770.600000  ,774.100000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C1325 Index",0,9,"12/15/2017",1325.000000  ,744.400000  ,747.950000  ,751.500000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C1350 Index",0,9,"12/15/2017",1350.000000  ,721.800000  ,725.450000  ,729.100000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C1375 Index",0,9,"12/15/2017",1375.000000  ,699.300000  ,703.050000  ,706.800000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C1400 Index",0,9,"12/15/2017",1400.000000  ,677.000000  ,680.800000  ,684.600000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C1425 Index",0,9,"12/15/2017",1425.000000  ,654.800000  ,658.650000  ,662.500000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C1450 Index",0,9,"12/15/2017",1450.000000  ,632.700000  ,636.650000  ,640.600000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C1475 Index",0,9,"12/15/2017",1475.000000  ,610.800000  ,614.850000  ,618.900000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C1500 Index",0,9,"12/15/2017",1500.000000  ,589.000000  ,593.150000  ,597.300000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C1525 Index",0,9,"12/15/2017",1525.000000  ,567.400000  ,571.600000  ,575.800000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C1550 Index",0,9,"12/15/2017",1550.000000  ,546.000000  ,550.300000  ,554.600000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C1575 Index",0,9,"12/15/2017",1575.000000  ,524.700000  ,529.100000  ,533.500000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C1600 Index",0,9,"12/15/2017",1600.000000  ,503.700000  ,508.150000  ,512.600000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C1625 Index",0,9,"12/15/2017",1625.000000  ,482.800000  ,487.300000  ,491.800000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C1650 Index",0,9,"12/15/2017",1650.000000  ,462.100000  ,466.700000  ,471.300000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C1675 Index",0,9,"12/15/2017",1675.000000  ,441.600000  ,446.300000  ,451.000000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C1700 Index",0,9,"12/15/2017",1700.000000  ,421.300000  ,426.100000  ,430.900000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C1725 Index",0,9,"12/15/2017",1725.000000  ,401.400000  ,406.250000  ,411.100000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C1750 Index",0,9,"12/15/2017",1750.000000  ,381.600000  ,386.550000  ,391.500000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C1775 Index",0,9,"12/15/2017",1775.000000  ,362.200000  ,367.200000  ,372.200000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C1800 Index",0,9,"12/15/2017",1800.000000  ,343.000000  ,348.100000  ,353.200000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C1825 Index",0,9,"12/15/2017",1825.000000  ,324.200000  ,329.400000  ,334.600000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C1850 Index",0,9,"12/15/2017",1850.000000  ,305.700000  ,310.950000  ,316.200000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C1875 Index",0,9,"12/15/2017",1875.000000  ,287.500000  ,292.850000  ,298.200000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C1900 Index",0,9,"12/15/2017",1900.000000  ,269.800000  ,275.150000  ,280.500000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C1925 Index",0,9,"12/15/2017",1925.000000  ,252.400000  ,257.850000  ,263.300000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C1950 Index",0,9,"12/15/2017",1950.000000  ,235.400000  ,240.900000  ,246.400000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C1975 Index",0,9,"12/15/2017",1975.000000  ,218.900000  ,224.450000  ,230.000000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C2000 Index",0,9,"12/15/2017",2000.000000  ,202.900000  ,208.400000  ,213.900000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C2025 Index",0,9,"12/15/2017",2025.000000  ,187.300000  ,192.850000  ,198.400000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C2050 Index",0,9,"12/15/2017",2050.000000  ,172.200000  ,177.750000  ,183.300000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C2075 Index",0,9,"12/15/2017",2075.000000  ,157.700000  ,163.250000  ,168.800000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C2100 Index",0,9,"12/15/2017",2100.000000  ,143.700000  ,149.200000  ,154.700000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C2125 Index",0,9,"12/15/2017",2125.000000  ,130.300000  ,135.750000  ,141.200000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C2150 Index",0,9,"12/15/2017",2150.000000  ,117.400000  ,122.850000  ,128.300000  ,"Call",532  ,"06/30/2016",533  ,
"SPX US 12/15/17 C2175 Index",0,9,"12/15/2017",2175.000000  ,105.300000  ,110.650000  ,116.000000  ,"Call",532  ,"06/30/2016",533  ,
